dataSource,scientificName,taxonRank,basisOfRecord,family,genus,species,date,year,dataset_id,dayOfYear,latitude,longitude,verbatimTrait,trait,annotationID,mappedTraits
National Phenology Network,Symphyotrichum ericoides,species,Human Observation,Asteraceae,Symphyotrichum,ericoides,2023-09-21,2023,3,264,37.992432,-81.148293,Open flowers (1),open flower present,npn:34718493,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum ericoides,species,Human Observation,Asteraceae,Symphyotrichum,ericoides,2023-09-21,2023,-9999,264,37.992432,-81.148293,Open flowers (1),open flower present,npn:34718855,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum ericoides,species,Human Observation,Asteraceae,Symphyotrichum,ericoides,2023-09-21,2023,-9999,264,37.992432,-81.148293,Open flowers (1),open flower present,npn:34718883,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum ericoides,species,Human Observation,Asteraceae,Symphyotrichum,ericoides,2023-09-21,2023,-9999,264,37.992432,-81.148293,Open flowers (1),open flower present,npn:34719603,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum ericoides,species,Human Observation,Asteraceae,Symphyotrichum,ericoides,2023-09-21,2023,3,264,37.992432,-81.148293,Open flowers (1),open flower present,npn:34723282,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum ericoides,species,Human Observation,Asteraceae,Symphyotrichum,ericoides,2023-09-21,2023,3,264,37.992432,-81.148293,Open flowers (1),open flower present,npn:34788233,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum ericoides,species,Human Observation,Asteraceae,Symphyotrichum,ericoides,2023-09-21,2023,3,264,37.992432,-81.148293,Open flowers (1),open flower present,npn:34788312,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum ericoides,species,Human Observation,Asteraceae,Symphyotrichum,ericoides,2023-09-21,2023,3,264,37.992432,-81.148293,Open flowers (1),open flower present,npn:34891445,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum ericoides,species,Human Observation,Asteraceae,Symphyotrichum,ericoides,2023-09-21,2023,3,264,37.991146,-81.148392,Open flowers (1),open flower present,npn:34716715,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2023-09-21,2023,-9999,264,41.745537,-74.119392,Open flowers (1),open flower present,npn:34731259,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum ericoides,species,Human Observation,Asteraceae,Symphyotrichum,ericoides,2023-09-21,2023,3,264,37.992432,-81.148293,Open flowers (1),open flower present,npn:34788268,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum laeve,species,Human Observation,Asteraceae,Symphyotrichum,laeve,2023-09-21,2023,3,264,37.992432,-81.148293,Open flowers (1),open flower present,npn:34788261,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2023-09-22,2023,3,265,47.143215,-93.431,Open flowers (1),open flower present,npn:34736736,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum ericoides,species,Human Observation,Asteraceae,Symphyotrichum,ericoides,2023-09-22,2023,-9999,265,40.86039,-73.878471,Open flowers (1),open flower present,npn:35286421,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2023-09-22,2023,3,265,42.385391,-71.109001,Open flowers (1),open flower present,npn:34728141,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2023-09-22,2023,-9999,265,40.616577,-73.825096,Open flowers (1),open flower present,npn:35170930,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum cordifolium,species,Human Observation,Asteraceae,Symphyotrichum,cordifolium,2023-09-22,2023,3,265,35.586849,-83.073837,Open flowers (1),open flower present,npn:34734595,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum cordifolium,species,Human Observation,Asteraceae,Symphyotrichum,cordifolium,2023-09-22,2023,3,265,35.586861,-83.073853,Open flowers (1),open flower present,npn:34734689,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum pilosum,species,Human Observation,Asteraceae,Symphyotrichum,pilosum,2023-09-22,2023,3,265,35.586861,-83.073853,Open flowers (1),open flower present,npn:34735032,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum pilosum,species,Human Observation,Asteraceae,Symphyotrichum,pilosum,2023-09-22,2023,3,265,35.586895,-83.073875,Open flowers (1),open flower present,npn:34735149,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2023-09-23,2023,-9999,266,44.936382,-93.208626,Open flowers (1),open flower present,npn:34743556,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum oblongifolium,species,Human Observation,Asteraceae,Symphyotrichum,oblongifolium,2023-09-24,2023,-9999,267,44.739075,-93.602257,Open flowers (1),open flower present,npn:34750132,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum cordifolium,species,Human Observation,Asteraceae,Symphyotrichum,cordifolium,2023-09-24,2023,-9999,267,33.813538,-84.28347,Open flowers (1),open flower present,npn:34747489,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2023-09-25,2023,3,268,47.143215,-93.431,Open flowers (1),open flower present,npn:34817041,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum ericoides,species,Human Observation,Asteraceae,Symphyotrichum,ericoides,2023-09-25,2023,3,268,37.991146,-81.148392,Open flowers (1),open flower present,npn:34784466,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2023-09-25,2023,3,268,47.143215,-93.431,Open flowers (1),open flower present,npn:34770813,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2023-09-26,2023,3,269,39.90163,-86.175911,Open flowers (1),open flower present,npn:34772906,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum ericoides,species,Human Observation,Asteraceae,Symphyotrichum,ericoides,2023-09-26,2023,16,269,46.771175,-100.920029,Open flowers (1),open flower present,npn:49688036,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum ericoides,species,Human Observation,Asteraceae,Symphyotrichum,ericoides,2023-09-26,2023,16,269,39.099045,-96.565102,Open flowers (1),open flower present,npn:48055640,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2023-09-26,2023,3,269,42.385391,-71.109001,Open flowers (1),open flower present,npn:34777057,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum cordifolium,species,Human Observation,Asteraceae,Symphyotrichum,cordifolium,2023-09-26,2023,3,269,35.586861,-83.073853,Open flowers (1),open flower present,npn:34780589,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum cordifolium,species,Human Observation,Asteraceae,Symphyotrichum,cordifolium,2023-09-26,2023,3,269,35.586849,-83.073837,Open flowers (1),open flower present,npn:34781114,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum laeve,species,Human Observation,Asteraceae,Symphyotrichum,laeve,2023-09-27,2023,3,270,37.991146,-81.148392,Open flowers (1),open flower present,npn:34784487,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum ericoides,species,Human Observation,Asteraceae,Symphyotrichum,ericoides,2023-09-27,2023,3,270,37.991146,-81.148392,Open flowers (1),open flower present,npn:34784480,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum oblongifolium,species,Human Observation,Asteraceae,Symphyotrichum,oblongifolium,2023-09-27,2023,-9999,270,44.739075,-93.602257,Open flowers (1),open flower present,npn:34793418,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2023-09-28,2023,3,271,41.670135,-87.783264,Open flowers (1),open flower present,npn:34797471,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2023-09-28,2023,3,271,41.670135,-87.783264,Open flowers (1),open flower present,npn:34797527,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2023-09-28,2023,3,271,41.670135,-87.783264,Open flowers (1),open flower present,npn:34797534,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum laeve,species,Human Observation,Asteraceae,Symphyotrichum,laeve,2023-09-28,2023,-9999,271,41.433689,-81.693153,Open flowers (1),open flower present,npn:34826451,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2023-09-28,2023,-9999,271,41.433689,-81.693153,Open flowers (1),open flower present,npn:34826417,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2023-09-28,2023,-9999,271,41.745537,-74.119392,Open flowers (1),open flower present,npn:34804523,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum oblongifolium,species,Human Observation,Asteraceae,Symphyotrichum,oblongifolium,2023-09-28,2023,-9999,271,44.739075,-93.602257,Open flowers (1),open flower present,npn:34804078,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2023-09-28,2023,3,271,42.385391,-71.109001,Open flowers (1),open flower present,npn:34801439,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum ericoides,species,Human Observation,Asteraceae,Symphyotrichum,ericoides,2023-09-29,2023,16,272,39.099045,-96.565102,Open flowers (1),open flower present,npn:48056423,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2023-09-29,2023,3,272,47.143215,-93.431,Open flowers (1),open flower present,npn:34819448,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2023-09-29,2023,3,272,47.143215,-93.431,Open flowers (1),open flower present,npn:34817313,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2023-09-29,2023,-9999,272,40.616577,-73.825096,Open flowers (1),open flower present,npn:35171046,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2023-09-30,2023,-9999,273,44.936382,-93.208626,Open flowers (1),open flower present,npn:34827328,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum oblongifolium,species,Human Observation,Asteraceae,Symphyotrichum,oblongifolium,2023-09-30,2023,-9999,273,44.739075,-93.602257,Open flowers (1),open flower present,npn:34828211,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum ericoides,species,Human Observation,Asteraceae,Symphyotrichum,ericoides,2023-10-01,2023,-9999,274,40.86039,-73.878471,Open flowers (1),open flower present,npn:35286491,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum cordifolium,species,Human Observation,Asteraceae,Symphyotrichum,cordifolium,2023-10-01,2023,-9999,274,33.813538,-84.28347,Open flowers (1),open flower present,npn:34835250,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2023-10-02,2023,3,275,47.143215,-93.431,Open flowers (1),open flower present,npn:34840573,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2023-10-02,2023,3,275,47.143215,-93.431,Open flowers (1),open flower present,npn:34840979,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2023-10-02,2023,3,275,42.385391,-71.109001,Open flowers (1),open flower present,npn:34838555,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum pilosum,species,Human Observation,Asteraceae,Symphyotrichum,pilosum,2023-10-02,2023,-9999,275,35.586861,-83.073853,Open flowers (1),open flower present,npn:34844617,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum pilosum,species,Human Observation,Asteraceae,Symphyotrichum,pilosum,2023-10-02,2023,-9999,275,35.586849,-83.073837,Open flowers (1),open flower present,npn:34844335,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum cordifolium,species,Human Observation,Asteraceae,Symphyotrichum,cordifolium,2023-10-02,2023,-9999,275,35.586849,-83.073837,Open flowers (1),open flower present,npn:34844342,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum pilosum,species,Human Observation,Asteraceae,Symphyotrichum,pilosum,2023-10-02,2023,-9999,275,35.586895,-83.073875,Open flowers (1),open flower present,npn:34843877,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2023-10-03,2023,3,276,43.065796,-89.45475,Open flowers (1),open flower present,npn:35127380,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum ericoides,species,Human Observation,Asteraceae,Symphyotrichum,ericoides,2023-10-03,2023,16,276,39.099045,-96.565102,Open flowers (1),open flower present,npn:48056790,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2023-10-03,2023,3,276,39.90163,-86.175911,Open flowers (1),open flower present,npn:34848606,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum oblongifolium,species,Human Observation,Asteraceae,Symphyotrichum,oblongifolium,2023-10-03,2023,3,276,39.90163,-86.175911,Open flowers (1),open flower present,npn:34848685,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2023-10-05,2023,-9999,278,41.745537,-74.119392,Open flowers (1),open flower present,npn:34881737,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2023-10-05,2023,3,278,41.745537,-74.119392,Open flowers (1),open flower present,npn:36387423,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum oblongifolium,species,Human Observation,Asteraceae,Symphyotrichum,oblongifolium,2023-10-05,2023,-9999,278,44.739075,-93.602257,Open flowers (1),open flower present,npn:34883936,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum laeve,species,Human Observation,Asteraceae,Symphyotrichum,laeve,2023-10-05,2023,-9999,278,41.433689,-81.693153,Open flowers (1),open flower present,npn:34906061,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2023-10-05,2023,-9999,278,41.433689,-81.693153,Open flowers (1),open flower present,npn:34906026,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum laeve,species,Human Observation,Asteraceae,Symphyotrichum,laeve,2023-10-06,2023,-9999,279,37.992432,-81.148293,Open flowers (1),open flower present,npn:34887088,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum laeve,species,Human Observation,Asteraceae,Symphyotrichum,laeve,2023-10-06,2023,3,279,37.992432,-81.148293,Open flowers (1),open flower present,npn:34887155,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum laeve,species,Human Observation,Asteraceae,Symphyotrichum,laeve,2023-10-06,2023,3,279,37.992432,-81.148293,Open flowers (1),open flower present,npn:34887271,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum ericoides,species,Human Observation,Asteraceae,Symphyotrichum,ericoides,2023-10-06,2023,-9999,279,37.992432,-81.148293,Open flowers (1),open flower present,npn:34887095,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum ericoides,species,Human Observation,Asteraceae,Symphyotrichum,ericoides,2023-10-06,2023,3,279,37.992432,-81.148293,Open flowers (1),open flower present,npn:34887161,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum ericoides,species,Human Observation,Asteraceae,Symphyotrichum,ericoides,2023-10-06,2023,3,279,37.992432,-81.148293,Open flowers (1),open flower present,npn:34887278,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2023-10-06,2023,3,279,47.143215,-93.431,Open flowers (1),open flower present,npn:34893533,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum laeve,species,Human Observation,Asteraceae,Symphyotrichum,laeve,2023-10-06,2023,3,279,37.991146,-81.148392,Open flowers (1),open flower present,npn:34887010,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum ericoides,species,Human Observation,Asteraceae,Symphyotrichum,ericoides,2023-10-06,2023,3,279,37.991146,-81.148392,Open flowers (1),open flower present,npn:34887003,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum ericoides,species,Human Observation,Asteraceae,Symphyotrichum,ericoides,2023-10-06,2023,16,279,39.099045,-96.565102,Open flowers (1),open flower present,npn:48057144,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2023-10-06,2023,3,279,47.143215,-93.431,Open flowers (1),open flower present,npn:34935105,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum ericoides,species,Human Observation,Asteraceae,Symphyotrichum,ericoides,2023-10-06,2023,3,279,37.992432,-81.148293,Open flowers (1),open flower present,npn:35133880,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum laeve,species,Human Observation,Asteraceae,Symphyotrichum,laeve,2023-10-06,2023,3,279,37.992432,-81.148293,Open flowers (1),open flower present,npn:35133873,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum oblongifolium,species,Human Observation,Asteraceae,Symphyotrichum,oblongifolium,2023-10-07,2023,-9999,280,44.739075,-93.602257,Open flowers (1),open flower present,npn:34901409,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum cordifolium,species,Human Observation,Asteraceae,Symphyotrichum,cordifolium,2023-10-08,2023,-9999,281,33.813538,-84.28347,Open flowers (1),open flower present,npn:34904924,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum oblongifolium,species,Human Observation,Asteraceae,Symphyotrichum,oblongifolium,2023-10-09,2023,-9999,282,44.739075,-93.602257,Open flowers (1),open flower present,npn:34917023,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2023-10-09,2023,3,282,41.670135,-87.783264,Open flowers (1),open flower present,npn:35504470,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2023-10-09,2023,3,282,41.670135,-87.783264,Open flowers (1),open flower present,npn:35504477,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2023-10-09,2023,3,282,41.670135,-87.783264,Open flowers (1),open flower present,npn:35504484,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum oblongifolium,species,Human Observation,Asteraceae,Symphyotrichum,oblongifolium,2023-10-10,2023,-9999,283,44.739075,-93.602257,Open flowers (1),open flower present,npn:34923763,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum ericoides,species,Human Observation,Asteraceae,Symphyotrichum,ericoides,2023-10-10,2023,16,283,39.099045,-96.565102,Open flowers (1),open flower present,npn:48057543,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2023-10-10,2023,3,283,41.745537,-74.119392,Open flowers (1),open flower present,npn:34993323,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum pilosum,species,Human Observation,Asteraceae,Symphyotrichum,pilosum,2023-10-10,2023,-9999,283,35.586861,-83.073853,Open flowers (1),open flower present,npn:34922986,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum cordifolium,species,Human Observation,Asteraceae,Symphyotrichum,cordifolium,2023-10-10,2023,-9999,283,35.586849,-83.073837,Open flowers (1),open flower present,npn:34922900,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum pilosum,species,Human Observation,Asteraceae,Symphyotrichum,pilosum,2023-10-10,2023,-9999,283,35.586895,-83.073875,Open flowers (1),open flower present,npn:34922782,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2023-10-11,2023,3,284,47.143215,-93.431,Open flowers (1),open flower present,npn:34935397,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2023-10-11,2023,3,284,39.90163,-86.175911,Open flowers (1),open flower present,npn:34927670,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum oblongifolium,species,Human Observation,Asteraceae,Symphyotrichum,oblongifolium,2023-10-11,2023,-9999,284,44.739075,-93.602257,Open flowers (1),open flower present,npn:34936256,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2023-10-11,2023,3,284,47.143215,-93.431,Open flowers (1),open flower present,npn:34975760,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum oblongifolium,species,Human Observation,Asteraceae,Symphyotrichum,oblongifolium,2023-10-11,2023,3,284,39.90163,-86.175911,Open flowers (1),open flower present,npn:34928715,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2023-10-11,2023,3,284,42.385391,-71.109001,Open flowers (1),open flower present,npn:34931528,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
